hakeem_article_number,production_title,number_parsed_from_title,production_article_id,seed_number_parsed_from_title,present_in_seed,bm25_code,normalized_text_sha256_16,text_excerpt,issue,severity,recommended_action
243,المادة الرابعة والأربعون بعد المائتين,244,cmpwieax802dpnxff54h8etw7,244,نعم,a1503,8e4a61ff1e30dab5,إذا رجع المحال له بالضمان على المحيل طبقًا للمادتين (الثانية والأربعين بعد المائتين) و(الثالثة والأربعين بعد المائتين) م,الصف يحمل عنوان ونص المادة الرسمية 244 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 243
244,المادة الخامسة والأربعون بعد المائتين,245,cmpwieb9e02drnxff5wpgtf0n,245,نعم,a1504,eab48c44eb4d86ed,للمدين أن يتمسك تجاه المحال له بالدفوع التي كان له أن يتمسك بها تجاه المحيل وقت نفاذ الحوالة في حقه، كما يجوز له أن يتمس,الصف يحمل عنوان ونص المادة الرسمية 245 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 244
245,المادة السادسة والأربعون بعد المائتين,246,cmpwieblj02dtnxff03bwi8do,246,نعم,a1505,0e72198eb52e1f10,إذا تعددت الحوالة بحقٍّ واحدٍ قدمت الحوالة التي تكون أسبق في نفاذها في حق الغير.,الصف يحمل عنوان ونص المادة الرسمية 246 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 245
246,المادة السابعة والأربعون بعد المائتين,247,cmpwiebxp02dvnxffufu34xwt,247,نعم,a1506,c110229d95fa5756,إذا وقع تحت يد المدين حجز قبل أن تصبح الحوالة نافذة في حق الغير كانت الحوالة بالنسبة إلى الحاجز بمثابة حجز آخر، فيقسم ال,الصف يحمل عنوان ونص المادة الرسمية 247 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 246
247,المادة الثامنة والأربعون بعد المائتين,248,cmpwiec9v02dxnxffan0l7p58,248,نعم,a1507,acb2097771184c49,حوالة الدين عقد يقتضي نقل الالتزام من ذمة المحيل إلى ذمة المحال عليه.,الصف يحمل عنوان ونص المادة الرسمية 248 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 247
248,المادة التاسعة والأربعون بعد المائتين,249,cmpwiecm102dznxffxo8rd555,249,نعم,a1508,ba69b1253bef2ba7,تنعقد حوالة الدين باتفاق بين المحيل والمحال عليه، ولا تنفذ في حق المحال إلا إذا قبلها. إذا لم يقبل المحال الحوالة فإن ال,الصف يحمل عنوان ونص المادة الرسمية 249 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 248
249,المادة الخمسون بعد المائتين,250,cmpwiecy802e1nxffm5uqibt2,250,نعم,a1509,2ae8c73b56615ce1,يجوز أن تنعقد حوالة الدين باتفاقٍ بين المحيل والمحال، ولا تنفذ في حق المحال عليه إلا إذا قبلها، وإذا كان المحال عليه مدي,الصف يحمل عنوان ونص المادة الرسمية 250 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 249
250,المادة الحادية والخمسون بعد المائتين,251,cmpwiedae02e3nxffsy4aajef,251,نعم,a1510,7af78658223e33a9,ينتقل الدين المحال به إلى المحال عليه بصفاته وتوابعه وتبرأ ذمة المحيل من الدين.,الصف يحمل عنوان ونص المادة الرسمية 251 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 250
251,المادة الثانية والخمسون بعد المائتين,252,cmpwiedmk02e5nxffjypj0mbt,252,نعم,a1511,7c03573e93186ee5,تبقى للدين المحال به ضماناته، ومع ذلك لا تبقى الضمانات المقدمة من الغير، ويبقى المدينون المتضامنون ملتزمين بعد خصم حصة ا,الصف يحمل عنوان ونص المادة الرسمية 252 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 251
252,المادة الثالثة والخمسون بعد المائتين,253,cmpwiedyq02e7nxff9ooll0gc,253,نعم,a1512,dc7d08075cbf6c86,للمحال عليه أن يتمسك تجاه المحال بالدفوع التي كان للمحيل أن يتمسك بها، كما يجوز له أن يتمسك بالدفوع المستمدة من عقد الحو,الصف يحمل عنوان ونص المادة الرسمية 253 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 252
253,المادة الرابعة والخمسون بعد المائتين,254,cmpwieeaw02e9nxffhszipujz,254,نعم,a1513,9e61fa122676818d,يضمن المحيل يسار المحال عليه وقت انعقاد الحوالة إذا كانت الحوالة بين المحيل والمحال، ووقت نفاذها إذا كانت الحوالة بين ال,الصف يحمل عنوان ونص المادة الرسمية 254 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 253
254,المادة الخامسة والخمسون بعد المائتين,255,cmpwieen402ebnxfftn9dpe0e,255,نعم,a1514,773f452d3ed22b08,يجوز للمتعاقد أن ينقل صفته كطرف في عقد إلى غيره بموافقة المتعاقد الآخر، ويجوز أن تمنح الموافقة مقدمًا إذا عين فيها العقد,الصف يحمل عنوان ونص المادة الرسمية 255 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 254
255,المادة السادسة والخمسون بعد المائتين,256,cmpwieezb02ednxffzr4g57qr,256,نعم,a1515,d3833ddf2cdacfb9,إذا وافق المتنازل لديه على التنازل، برئ المتنازل تجاه المتنازل لديه بالنسبة إلى المستقبل، وإذا لم يوافق التزم المتنازل ب,الصف يحمل عنوان ونص المادة الرسمية 256 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 255
256,المادة السابعة والخمسون بعد المائتين,257,cmpwiefbh02efnxffs1p9fnjy,257,نعم,a1516,d235e5f76463d2ad,للمتنازل له أن يحتج تجاه المتنازل لديه بالدفوع المتعلقة بالدين، وليس له أن يحتج بالدفوع الخاصة بشخص المتنازل. للمتنازل ل,الصف يحمل عنوان ونص المادة الرسمية 257 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 256
257,المادة الثامنة والخمسون بعد المائتين,258,cmpwiefno02ehnxffwb13xo5w,258,نعم,a1517,1ced0b38ba39588a,إذا لم يبرئ المتنازل لديه المتنازل بقيت جميع الضمانات المتفق عليها بينهما، وإذا أبرأه لم تبق الضمانات المقدمة من الغير، ,الصف يحمل عنوان ونص المادة الرسمية 258 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 257
258,المادة التاسعة والخمسون بعد المائتين,259,cmpwiefzu02ejnxff4xewj1xx,259,نعم,a1518,4e405583fee61a3d,يصح الوفاء من الآتي: أ- المدين أو نائبه أو أي شخص آخر له مصلحة في الوفاء؛ ما لم يوجد نص نظامي بخلاف ذلك. ب- من لا مصلحة ,الصف يحمل عنوان ونص المادة الرسمية 259 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 258
259,المادة الستون بعد المائتين,260,cmpwiegc402elnxff2hotmxe8,260,نعم,a1519,97bad5174e5b3dba,يُشترط لصحة الوفاء أن يكون الموفي مالكًا للشيء الذي وفى به. لا يصح الوفاء من عديم الأهلية، أما الوفاء من ناقص الأهلية بش,الصف يحمل عنوان ونص المادة الرسمية 260 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 259
260,المادة الحادية والستون بعد المائتين,261,cmpwiegob02ennxffqtafnrfy,261,نعم,a1520,8eee24d6efc7758e,من وفى دين غيره ولم يكن متبرعًا كان له الرجوع على المدين بقدر ما دفعه، ما لم يكن الوفاء بغير إذن المدين وأثبت أن له أيَّ,الصف يحمل عنوان ونص المادة الرسمية 261 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 260
261,المادة الثانية والستون بعد المائتين,262,cmpwieh0g02epnxffjvyusouz,262,نعم,a1521,e50224af56d566bd,من وفى دين غيره حل محل الدائن الذي استوفى حقه في الحالات الآتية: ‌أ- إذا كان الموفي ملزمًا بالدين مع المدين أو ملزمًا بو,الصف يحمل عنوان ونص المادة الرسمية 262 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 261
262,المادة الثالثة والستون بعد المائتين,263,cmpwiehcm02ernxff4q6osy4y,263,نعم,a1522,86faf61c7c23aeb7,إذا حلَّ الموفي محلَّ الدائن كان للموفي حقُّ الدائن بما لهذا الحق من صفات وما يلحقه من توابع وما يكفله من ضمانات وما يرد,الصف يحمل عنوان ونص المادة الرسمية 263 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 262
263,المادة الرابعة والستون بعد المائتين,264,cmpwiehot02etnxffwry96eu9,264,نعم,a1523,5e47b2a908e364b5,إذا وفى المدين في مرض موته بعض دائنيه ولم تف تركته بديون الباقين؛ فلهم الرجوع على من استوفوا ديونهم ومشاركتهم فيما أخذوا,الصف يحمل عنوان ونص المادة الرسمية 264 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 263
264,المادة الخامسة والستون بعد المائتين,265,cmpwiei0z02evnxffxvqyxwrt,265,نعم,a1524,67c6f6eee3073f8e,يكون الوفاء للدائن أو لنائبه، ويعد ذا صفة في استيفاء الدين من يقدم للمدين سندًا بمخالصة صادرة من الدائن؛ ما لم يتفق على ,الصف يحمل عنوان ونص المادة الرسمية 265 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 264
265,المادة السادسة والستون بعد المائتين,266,cmpwieid502exnxff9cdmszuw,266,نعم,a1525,2a954eb04076b945,إذا رفض الدائن دون مسوغٍ الوفاء المعروض عليه عرضًا صحيحًا، أو لم يقم بالأعمال التي لا يتم الوفاء بدونها، أو أَعلَم المدي,الصف يحمل عنوان ونص المادة الرسمية 266 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 265
266,المادة السابعة والستون بعد المائتين,267,cmpwieipb02eznxffvaz6vuod,267,نعم,a1526,4abaace0bcdf2126,إذا أُعذِر الدائن تحمل تبعة هلاك الشيء أو تلفه وأصبح للمدين الحق في إيداع الشيء على نفقة الدائن والمطالبة بالتعويض عن ال,الصف يحمل عنوان ونص المادة الرسمية 267 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 266
